AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE CONTROL OF SHEATH BLIGHT IN PADDY,RECOMMENDED TO SPRAY HEXACONZOLE2MLLITER
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT CONTROL FOR GUMMOSIS,RECOMMENDED TO APPLY BORDO PASTE
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT CONTROL FOR DAMPINGOFF,RECOMMENDED TO SPRAY REDOMYL 2GRLITRE
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT CONTROL FOR BOLLWORM,RECOMMENDED TO SPRAY MONOCHROTOPHOS 2MLLT
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT CONTROL FOR Zn DEFICIENCY,RECOMMENDED TO SPRAY ZnSO4 2GRLITRE
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE CONTROL OF BLAST IN RICE,RECOMMENDED TO SPRAY TRYCYCLOZOLE06GRAMSLITER
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT FERTILIZER,RECOMMENDED TO APPLY 200KGACRE
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT CONTROL FOR ZN DEFICIENCY,RECOMMENDED TO SPRAY ZNSULPHATE 5GMLT
AGRICULTURE,MADHYA PRADESH,ASKED FOR THE CONTROL OF BACTERIAL LEAF SPOT,RECOMMENDED FOR THE SPRAY OFD 200MG STREPTOCYCLINE3 GM BLITOX
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE SOWING PERIOD,INFORMED THAT THE SOWING SEASON IS FROM JANUARY TO FEBRUARY
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE CONTROL OF FLOWER DROP,RECOMMENDED FOR THE APPLICATION OF PLANOPHIX 1ML5LTR
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE CONTROL OF SHEATH BLIGHT,RECOMMENDED TO SPRAY HEXACONOZOLE 2MLLTR
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT SOWING SEASON FOR ONION CROP,GIVEN INFORMATION IS JAN 2ND WEEK TO FEB LAST WEEK IS SUITABLE FOR SUMMER CROP
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT CONTROL FOR STEM BORER DAMAGE,RECOMMENDED TO SPRAY CHLORPYRIPOS 25MLLITRE
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE CONTROL OF TIKKA LEAF SPOT,RECOMMENDED TO SPRAY HEXACONOZOLE 2MLLTR
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT CONTROL FOR ROOT ROT,RECOMMENDED TO SPRAY CARBENDAZIM 1GMLT
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT CONTROL FOR DAMPINGOFF,RECOMMENDED TO SPRAY BLITOX 3GRLITRE
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT CONTROL FOR SUCKING PESTS,RECOMMENDED TO SPRAY ROGOR 2MLLITRE
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE CONTROL OF TOBACCO CATERTPILLAR,RECOMMENDED FOR THE APPLICATION OF QUINOLPHAS 2MLLTR
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE CONTROL OF BPH,RECOMMENDED TO SPRAY ACEPHATE 15GMLTR
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE VARIETIES,RECOMMENDED VARIETIES ARE JAGITHYAL LONG JAIPUR LONGPUSA NASDHAR
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT CONTROL FOR SUCKING PEST,RECOMMENDED TO SPRAY MALATHION 1MLLT
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE CONTROL OF POWDERY MILDEW IN MANGO,RECOMMENDED TO SPRAY KARATHANE 1MLLT
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE CONTROL OF BLAST IN PADDY,RECOMMENDED TO SPRAY TRYCYCLOZOLE06GRAMSLITER
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE CONTROL OF BLAST IN PADDY,RECOMMENDED TO SPRAY TRYCYCLOZOLE06GRAMSLITER
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE CONTROL OF BLAST IN PADDY,RECOMMENDED TO SPRAY TRYCYCLOZOLE06GRAMSLITER
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT CONTROL FOR BLAST,RECOMMENDED TO APPPLY TRICYCLOZOLE 06GMLT
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE CONTROL OF ANTHRACNOSE IN MANGO,RECOMMENDED TO SPRAY BLITOX 3GMLT
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE CONTROL OF THRIPS IN CHILLIES,RECOMMENDED TO SPRAY ACEPHATE15GRAMSLITER
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT CONTROL FOR THRIPS DAMAGE,RECOMMENDED TO SPRAY CARBARYL 3GRLITRE
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT VARIETIES FOR MAIZE,RECOMMENDED TO CHOOSE DHM VARIETIES
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE CONTROL OF LEAF WEBBER IN MANGO,RECOMMENDED TO SPRAY QUINOLPHOS 2MLLT
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT CONTROL FOR NEMATODES DAMAGE ON ROOTS,RECOMMNEDED TO APPLY 10GR CARBOFURAN GRANULES 3G PER EACH PLANT
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE VARIETIES,RECOMMENDED VARIETIES ARE JAGITYAL LONGJAIPUR LONG ARKA SUJATHA
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT VARIETIES FOR TOMATO,RECOMMENDED TO CHOOSE MARUTHAM VAR
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE SOWING SEASON,INFORMED THAT IT IS FROM OCTOBER-15 TO NOVEMBER-15
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE CONTROL OF SUCKING PEST IN LEMONS,RECOMMENDED TO SPRAY IMIDACHLOPRID05MLLITER
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT CONTROL FOR Zn DEF,RECOMMENDED TO SPRAY ZnSO4 2GRLITRE
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT INTERCROPPING IN SUNFLOWER CROP,RECOMMENDED TO GROW GROUNDNUTS FLOWER IN 4:2 RATIO
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT VARIETIES,RECOMMENDED TO CHOOSE KHARUDA OR NEWKARUDA
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT RICE LEAF FOLDER,RECOMMENDED TO SPRAY CANTAPHYDROCHLORIDE 25G1LT
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE CONTROL OF SUCKING PEST IN GROUND NUT,RECOMMENDED TO MONOCROTOPHOS 320 MLNEEM OIL1KGS SURF MIXED IN 200 LITERS AND SPRAY TWICE WITH IN A 15 DAYS
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE CONTROL OF SHEATH BLIGHT IN PADDY,RECOMMENDED TO SPRAY TRYCYCLOZOLE06GRAMSLITER
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT CANTROL OF RICE BLAST,RECOMMENDED TO SPRAY TRICYCLOZOLE06GMLT
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT VARIETIES,RECOMMENDED TO CHOOSE PUSARED OR ARKAKALYAN
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE CONTROL OF SHEATH BLIGHT,RECOMMENDED TO SPRAY HEXACONOZOLE 2MLLTR
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE CONTROL OF RICE BLAST,RECOMMENDED TO SPRAY TRICYCLOZOLE 06 GMLTR
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT VARIETIES,RECOMMENDED TO CHOOSE PUSA KESAR OR PUSA YAMADAGNI
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT CONTROL OF SPOTTED STEM BORER IN MAIZE,RECOMMENDED TO SPRAY ENDOSULFAN 2MLLT
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT CONTROL FOR GRRENING DISEASE WHICH IS CAUSED BY CITRUS CILLA IN CITRUS,RECOMMENDED TO APPLY ROGOR 2MLLITRE
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE CONTROL OF BLAST IN PADDY,RECOMMENDED TO SPRAY TRYCYCLOZOLE06GRAMSLITER
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE CONTROL OF BLAST IN PADDY,RECOMMENDED TO SPRAY TRYCYCLOZOLE06GRAMSLITER
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT PHONE NO OF DIARY,GIVEN PHONE NODEPUTY DIRECTOR OF ANIMAL HUSBENDARY GIVEN NO040 23311720
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT6 THE CONTROL OF STEM BORER,RECOMMENDED TO SPRAY CARTAPHYDROCHLORIDE 2GMLTR
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE CONTROL OF FLOWEER DROP,RECOMMENDED TO SPRAY P-LANOPHIX 1ML5LTR
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT CONTROL OF RICE BLAST,RECOMMENDED TO SPRAY BEEM 06GMLT
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE CONTROL OF BLAST IN PADDY,RECOMMENDED TO SPRAY TRYCYCLOZOLE06GRAMSLITER
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE CONTROL OF FRUIT ROT,RECOMMENDED TO SPRAY BLITOX 3 GMLTR
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE CONTROL OF FRUIT ROT,RECOMMENDED TO SPRAY BLITOX 3 GMLTR
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT CONTROL FOR WEEDS,RECOMMENDED TO SPRAY PENDIMETHALINE 13-16 LITRESACRE
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT VARIETIES,RECOMMENDED TO CHOOSE MARUTHI
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE VARIETIES,RECOMMENDED VARIETIES ARE DHM-1103105TRISHULATHAVARUN
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT CONTROL OF RICE BLAST,RECOMMENDED TO SPRAY TRICYCLOIZOLE 06GMLT
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE CONTROL OF SHEATH BLIGHT IN PADDY,RECOMMENDED TO SPRAY HEXACONAZOLE2MLLITER
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE CONTROL OF FRUIT BORER,RECOMMENDED TO SPRAY CARBORYL 3GMLTR
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT CONTROL OF WEEDS IN ONION CROP,RECOMMENDED TO SPRAY PENDIMITHALIN 14LACRE BEFORE PLANTING
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE CONTROL OF BLAST IN PADDY,RECOMMENDED TO SPRAY TRYCYCLOZOLE06GRAMSLITER
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE CONTROL OF BLAST IN PADDY,RECOMMENDED TO SPRAY TRYCYCLOZOLE06GRAMSLITER
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE CONTROL OF BPH,RECOMMENDED TO SPRAY ACEPHATE 15 GMLTR
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE CONTROL OF BPH,RECOMMENDED TO SPRAY ACEPHATE 15 GMLTR
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE CONTROL OF FLOWER DROP,RECOMMENDED TO SPRAY MOP
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT VARIETIES,RECOMMENDED TO CHOOSE TEJA OR T9
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE CONTROL OF BLAST IN PADDY,RECOMMENDED TO SPRAY TRYCYCLOZOLE06GRAMSLITER
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE CONTROL OF YELLOW STEM BORER,RECOMMENDED TO SPRAY CARTAP HYDRO CHLORIDE25GRAMSLITERS
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE CONTROL OF YELLOW STEM BORER,RECOMMENDED TO SPRAY CARTAP HYDRO CHLORIDE25GRAMSLITERS
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT CONTROL OF FUNGI DISEASE,RECOMMENDED TO SPRAY MANCOZEB 25GMLT
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT CONTROL OF FUNGI DISEASE,RECOMMENDED TO SPRAY MANCOZEB 25GMLT
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT CONTROL OF CLIMBING CUT WARM,RECOMMENDED TO SPRAY ENDOSULFON 2MLDICHLOROVAS 1MLLT
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT CONTROL OF WILTING OF TOMATO PLANTS,RECOMMENDED TO SPRAY BLITAX 3GM1L WATER
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT CONTROL OF WILTING OF TOMATO PLANTS,RECOMMENDED TO SPRAY BLITAX 3GM1L WATER
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT CONTROL OF FLOWER DROPPING IN TOMATO,RECOMMENDED TO SPRAY PLANOPHIX 25ML10L WATER
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT CONTROL OF FLOWER DROPPING IN TOMATO,RECOMMENDED TO SPRAY PLANOPHIX 25ML10L WATER
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT CONTROL FOR RHINOCEROUS BEETLE,RECOMMENDED TO APPLY THE MIXTURE OF LINDANE POWDER AND SAND
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT CONTROL FOR RHINOCEROUS BEETLE,RECOMMENDED TO APPLY THE MIXTURE OF LINDANE POWDER AND SAND
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE CONTROL OF ZINC DEFICIENCY,RECOMMENDED TO SPRAY ZINC SULPHTE2GRAMSLITER
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE CONTROL OF ZINC DEFICIENCY,RECOMMENDED TO SPRAY ZINC SULPHTE2GRAMSLITER
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE CONTROL OF BLASYT IN PADDY,RECOMMENDED TO SPRAY TRYCYCCLOZOLE06GRAMSLITER
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE CONTROL OF BLASYT IN PADDY,RECOMMENDED TO SPRAY TRYCYCCLOZOLE06GRAMSLITER
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE CONTROL OF THRIPS,RECOMMENDED TO SPRAY ACEPHATE 15 GMLTR
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE CONTROL OF THRIPS,RECOMMENDED TO SPRAY ACEPHATE 15 GMLTR
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE CONTROL OF FRUIT ROT,RECOMMENDED TO SPRAY CARBENDAZIM 1GMLTR
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE CONTROL OF FRUIT ROT,RECOMMENDED TO SPRAY CARBENDAZIM 1GMLTR
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE CONTROL OF ROOT ROT,RECOMMENDED FOR THE APPLICATION OF 1KG UREALTR
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE CONTROL OF ROOT ROT,RECOMMENDED FOR THE APPLICATION OF 1KG UREALTR
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT CONTROL OF SIGATOKA DISEASE,RECOMMENDED TO SPRAY 1ML TRIDIMARPH
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT CONTROL OF SIGATOKA DISEASE,RECOMMENDED TO SPRAY 1ML TRIDIMARPH
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT CONTROL FOR SUCKING PESTS,RECOMMENDED TO SPRAY ROGOR 2GRLITRE
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT CONTROL FOR SUCKING PESTS,RECOMMENDED TO SPRAY ROGOR 2GRLITRE
AGRICULTURE,MADHYA PRADESH,DRYING OF THE PLANT,BENOMYL 2GMMANCOZEB 3GMLT OF WATER
AGRICULTURE,MADHYA PRADESH,YELLOWING OF TOP LEAVES IN GNUT,ANNABEDI 5GM1GM CITRIC ACID-SPRAY
AGRICULTURE,MADHYA PRADESH,SOWING SEASON FOR GROUNDNUT,JUNE-JULYJAN-FEB
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT MAIZE MARKET INFORMATION,ARMOOR MARKETINFORMATION GIVEN 600 TO 750RSQTL
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT SUNFLOWER VARIETIES,GIVEN VARIETIES ARE KBSH1BSH1APSH1
AGRICULTURE,MADHYA PRADESH,GUMMOSIS IN CITRUS,APPLY BORDEAUX PASTESPRAY CARBENDAZIM 2GMLT OF WATER TWICE AT 15 DAYS INTERVAL
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT LEAF FOLDER IN ORANGE PLASTS,RECOMMANDED SPRAY ROGAR15GRLTR OF WATER APPLY
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT FLOWER SEED AVAILABILTY,GIVEN CONTAC NOS ARE 9848498332 9848498338
AGRICULTURE,MADHYA PRADESH,LEAF FOLDERING IN PADDY,RECOMMANDED TO SPRAY CHLOROPYRIPHOS2MLLIT WATER
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT VARITIES IN SUNFLOWER,GIVEN VARITIES ARE MORDANKBSH1 BSH1
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT MITE BLAST IN PADDY,RECOMMANDED SPRAY CLOROPYROPOS5MLLTR
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT FRUIT DROP IN MANGO,RECOMMANDED SPRAY POLYFIDE2GRLTROF WATER APPLY
AGRICULTURE,MADHYA PRADESH,LEAF COLOUR ASKED ABOUT CHANGES TO LIGHT YELLOW IN ORANGE PLANTS,RECOMMANDED SPRAY MANKOZEB2GRLTR OF WATER APPLY
AGRICULTURE,MADHYA PRADESH,TOMATO LEAF CURL,DIMETHOATE 2GMLT OF WATER
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT PADDY SEED 1010 VARITIE AVALIBLILITY,GIVEN CONTACT NOS ARE 040 23235029 23240552
AGRICULTURE,MADHYA PRADESH,ASKED WHAT CROP TO GROW,RECOMMANDED TO GROW RIDGE GOURD
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT SUNFLOWER VARIETIES,GIVEN VARIETIES ARE NDSH1BSH1
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT APHIDES ATTACK IN VEGETABLE,RECOMMANDED TO SPRAY FEPRONIL2MLLIT WATER
AGRICULTURE,MADHYA PRADESH,APPEARANCE OF REDDISH SPOTS ON LEAVES IN GROUNDNUT,RECOMMANDED TO SPRAY CHOROTHALANIL2GMLIT WATER
AGRICULTURE,MADHYA PRADESH,IN LEMONA GUM APPEARANCE,RECOMMANDED BORDEUX PASTE APPLY CARBANDZIM 3GMLIT SPRAY
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT LEAF FOLDER IN TOMATO,RECOMMENDED SPRAY ROGAR2GRLTR OF WATER APPLY
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT SUGARCANE BUD TREATMENT,RECOMMANDED TO TREAT WITH HOT WATER TREATMENT OF SEED MATERIAL AT 520 C FOR 30 MINUTES
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT MULBERRY DETAILS,GIVEN NO: 040-24015011
AGRICULTURE,MADHYA PRADESH,DRYING OF BOARDERS OF LEAVES IN SUNFLOWER,APPLY POTASSIC FERTILIZERS
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT,GIVEN ANTHAPUR MARKET INFORMATION 3060 TO 3080RSQTL
AGRICULTURE,MADHYA PRADESH,IN PAPAYA APPLICATION OF MANURE,RECOMMANDED TO APPLY 50GM-UREA 50GM-POTASH 50GM- DIP
AGRICULTURE,MADHYA PRADESH,VARIETIES IN SUNFLOWER,MORDENAPSH-11
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT FARM IMPLEMENTS,GIVEN NO: 9848308277
AGRICULTURE,MADHYA PRADESH,PKM-1 DETAILSFERTILIZER DOSES IN DRUMSTICK,PKM-1 STARTS FLOWERING FROM 160-170 DAYS AFTER PLANTING  APPLY 100GM UREA GM MOP 369 AFTER PLANTING TO EACH PIT
AGRICULTURE,MADHYA PRADESH,ASKED  HO NO,GIVEN HO NO: 08554-221138
AGRICULTURE,MADHYA PRADESH,FERTILIZER DOSES IN GROUNDNUT,APLLY UREASSP AS BASALAPPLY 20KG ZINC SULPHATEAPPLY- UREACOMPLEX FERTILIZERS AT 456075 DAYS AFTER PLANTING
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT VARIETIES FOR CHILLI,RECOMMENDED TO CHOOSE LAM 305 OR 334
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT CONTROL OF SUCKING PESTS IN SUNFLOWER,RECOMMENDED TO SPRAY MONOCROTOPHOS 16MLLT
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT MARKET INFORMATION,ANSWER GIVEN AS PER DATA
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT VARIETIES IN MIRCHI,RECOMMENDED VARITIES ARE APARNA BHASKER ARE SUITABLE
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT CONTROL OF PHYTOPHTHORA DAMAGE IN LEON,RECOMMENDED TO APPLY BORDO MIXTURE
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT VARITIES OF GROUND NUT,RECOMMENDED VSRITIES ARE K6AND ANNEGIRI VARITIES ARE SUITABLE
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT CONTROL FOR WEEDS,RECOMMENDED TO SPRAY PENDIMETHALINE 1316LITRES ACRE
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE CONTROL OF FRUIT DROP IN MANGO,RECOMMENDED TO SPRAY PLANOPHIX2ML10LITERS
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT CONTROL OF GROUND TIKKA LEAF SPOT,RECOMMENDED TO SPRAY CARBENDAZIM 400GM200LT
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT VARITIES OF TAMATO,RECOMMENDED VARITIES ARE ARKAMEGHALIPUSAEARLYDWARF
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE CONTROL OF MEALY BUGS,RECOMMENDED TO SPRAY DICHLOROVAS 2 MLLTR
AGRICULTURE,MADHYA PRADESH,ASKED INFORMATION OF MUSHROOMS,GIVEN THE INFORMATION AS PER PROVIDED
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE INFORMATION ABOUT IRIIGATION PROBLEM,ESC TO ATIC
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT FLOWERING IN MANGO,RECOMMENDED TO SPRAY PLANOPHIX 25GM10LT
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE CONTROL OF FRUIT ROT IN TOMATO,RECOMMENDED TO SPRAY MANCOZEB3GRAMSLITER
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT INFORMATION ABOUT SRI CULTIVATION IN RICE,RECOMMENDED ANSWER GIVEN AS PER DATA
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE CONTROL OF BPH IN PADDY,RECOMMENDED TO SPRAY APPLAUD1LITER3ACRES
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT INFORMATION ON BUFALOS,ESC TO AH
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT FLOWERING IN CHINI,RECOMMENDED TO SPRAY PLANOFIX 25GM10LT
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT VARIEITES,RECOMMENDED TO CHOOSE KADIRI 5 OR 6 OR TIRUPATI 2
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT INFORMATION ON SUBSIDIES FOR CATTLE,ESC TO AH
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT CONTROL OF TIKKA LEAF SPOT OF GROUND NUT,RECOMMENDED TO SPRAY MANCOZEB 400GM200LT WATER
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT CONTROL FOR WEEDS,RECOMMENDED TO SPRAY PENDIMETHALINE 13-16LITRES ACRE
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE ORGANIC FARMING,GIVEN THE REQUIRED INFORMATION TO THE FARMER
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT BPT VARIETIES,RECOMMENDED TO CHOOSE BPT-3291 OR 4358
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT FERTLIZER,RECOMMENDED TO APPLY 8KGN 16KGP20KGK200KGGYPSUM
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT FERTILIZER,RECOMMENDED TO APPLY 60KGN 24KGK32KGP
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT CONTROL OF TUPPU DISEASE,RECOMMENDED TO SPRAY MANCOZEB 2GMLT
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT CONTROL FOR WILTING,RECOMMENDED TO SPRAY COC 3GRLITRE
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT BASMATHI VARITIES,RECOMMENDED VARITIES IS PUSABASMATHI-1
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT CONTROL FOR HELICOVERPA,RECOMMENDED TO SPRAY MONOCROTOPHOS 15MLLT
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE VARITIES,RECOMMENDED THE VARITIES LIKE K-134VEMANATMV-2
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT CONTROL FOR WEED,RECOMMENDED TO SPRAY PENDIMETHALIN 15MLLT
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE IRRIGARION SCHEDULE,ESC TO ATIC
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE INFORMATION ON SRI CULTIVATION,GIVEN THE INFORMATION ON SRI CULTIVATION
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT CONTROL OF SIGATOKA DISEASE IN BANANA,RECOMMENDED TO SPRAY MANCOZEB 25GMLT WATER
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT CONTROL FOR Zn DEFICIENCY,RECOMMENDED TO SPRAY ZnSO4 2GRLITRE
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT CONTROL FOR WEED,RECOMMENDED TO SPRAY BUTACHLORE 15MLLT
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE CONTROL OF FLOWER DROP,RECOMMENDED FOR THE APPLICATION OF TRICHOGRAMA CARDS
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE CONTROL OF TIKKA LEAF SPOT,RECOMMENDED TO SPRAY CARBENDAZINE200gacre OR HEXACONOZOL400mlacre
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT CONTROL FOR GALL MIDGE DAMAGE,RECOMMENDED TO APPLY CARBOFURON GRANULES 10KGSACRE
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT CONTROL POWDERAY MILDEW,RECOMMENDED TO APPLY METALOXYL 2GMLT
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE SEEDTREATMENT IN GROUNDNUT,RECOMMENDED TO TREAT THE SEED WITH MANCOZEB3gkg OF SEED OR CARBENDAZINE1gkg OF SEED
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT THE VARITIES,RECOMMENDED TO GROW DHM-103105TRISHULATA AND DHM-107
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT CONTROL FOR MITE DAMAGE,RECOMMENDED TO SPRAY DICOPHOL 5MLLITRE
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT FARM MACHINERY INFORMATION,GIVEN INFORMATION AS PER THE DATA
AGRICULTURE,MADHYA PRADESH,ASKED ABOUT CONTROL OF SPODOPTERA DAMAGE,RECOMMENDED TO SPRAY QUINOLPHOS 2MLLT
